koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
FALSE POSITIVE,26.635216,1.242,5.949,1.49E+03,27.64,0.1627,536,19.45,30.6,5215,4.455,0.882,15.551
CONFIRMED,17.84850835,0.849,5.8919,3.91E+02,3.29,0.1385,888,146.82,43.5,6188,4.152,1.465,13.781
CONFIRMED,26.1363443,0.187,6.613,3.62E+02,2.8,0.1786,782,88.29,38.1,6188,4.152,1.465,13.781
CONFIRMED,11.1895709,0.541,5.3,1.43E+02,1.81,0.1015,1037,273.37,19.9,6188,4.152,1.465,13.781
CONFIRMED,2.757977384,0.875,2.1489,2.11E+02,1.69,0.0384,1332,744.97,22.5,5919,4.435,1,13.263
FALSE POSITIVE,18.6928606,0.116,3.88584,5.13E+04,14.81,0.124,528,18.4,1281.9,5190,4.66,0.66,16.147
CONFIRMED,14.80075082,0.367,5.762,5.01E+02,17.38,0.1633,1912,3158.09,54,6327,3.092,7.663,12.538
CONFIRMED,3.126861192,0.603,1.1926,7.95E+02,5.12,0.0414,1391,886.72,94.6,4854,3.939,1.749,13.884
FALSE POSITIVE,87.24250316,0.884,4.1206,1.79E+04,15.86,0.3921,390,5.49,335.2,5671,4.501,0.955,14.288
CANDIDATE,10.24061136,0.786,0.9617,2.96E+03,3.9,0.079,656,43.85,72,5227,4.623,0.64,15.408
CONFIRMED,16.87725775,0.516,3.7917,8.18E+02,2.54,0.1245,642,40.09,43.1,5497,4.512,0.872,14.101
CONFIRMED,12.05705659,0.548,2.3462,5.24E+02,1.96,0.0984,689,53.26,20.8,5365,4.537,0.834,13.576
CONFIRMED,28.26727385,0.01,4.5839,1.16E+03,2.93,0.1701,517,16.84,42.1,5132,4.457,0.886,14.907
CONFIRMED,3.770590654,0.24,2.029,3.14E+02,2.13,0.0474,1272,619.65,37.1,5714,4.274,1.208,14.668
CONFIRMED,2.7073064,0.007,3.4378,6.95E+01,1.36,0.0397,1709,2012.12,31.7,6045,4.069,1.629,11.894
CANDIDATE,23.11707222,0.807,3.9948,2.41E+03,4.37,0.1437,548,21.26,61.2,5275,4.505,0.796,15.462
CANDIDATE,4.77502117,0.518,1.7087,4.51E+02,1.73,0.0502,926,174.23,16.7,5275,4.505,0.796,15.462
CONFIRMED,66.4159789,0.371,7.061,2.05E+03,3.44,0.3033,376,4.71,33.6,5383,4.603,0.759,15.983
CONFIRMED,8.0103929,0.045,4.2713,2.94E+02,1.88,0.0772,940,184.38,34.6,5616,4.327,1.111,14.601
CANDIDATE,5.69590202,0.049,3.5661,4.92E+03,6.61,0.0627,1043,279.61,391.2,6106,4.497,0.94,14.858
CONFIRMED,27.6666375,0.519,6.315,3.24E+02,2.04,0.1765,622,35.27,24.4,5616,4.327,1.111,14.601
CONFIRMED,5.19559398,0.054,3.748,1.16E+02,1.18,0.0579,1085,327.78,16,5616,4.327,1.111,14.601
CONFIRMED,57.2488518,0.022,6.083,1.46E+03,3.19,0.2818,431,8.17,29.8,5642,4.542,0.846,15.99
CONFIRMED,37.0551726,0.884,5.439,1.03E+03,3.19,0.2109,498,14.59,23.2,5642,4.542,0.846,15.99
CONFIRMED,16.33269981,0.893,2.174,3.00E+02,1.61,0.1168,591,28.76,17.5,5208,4.563,0.772,12.957
CONFIRMED,10.05550267,0.061,2.951,1.48E+02,0.92,0.0845,694,54.96,13.6,5208,4.563,0.772,12.957
CONFIRMED,9.30413878,0.488,1.9254,6.37E+02,1.67,0.0748,583,27.35,24.2,4458,4.611,0.658,14.796
CONFIRMED,4.33722007,0.053,2.4973,3.59E+02,1.63,0.05,996,231.86,47.9,5390,4.499,0.876,13.53
CONFIRMED,1.653889476,0.226,1.7242,1.24E+02,0.97,0.0263,1373,838.03,22.3,5390,4.499,0.876,13.53
CONFIRMED,150.8783198,0.022,8.6797,6.60E+02,4.37,0.5726,423,7.56,70.6,5504,3.999,1.737,12.443
CONFIRMED,3.553831111,0.74,3.1029,1.92E+02,1.62,0.0456,1292,658.37,77.4,6015,4.37,1.081,12.722
CONFIRMED,1.6783263,0.91,2.5123,1.46E+02,1.57,0.0276,1659,1797.15,76.1,6015,4.37,1.081,12.722
CONFIRMED,5.65378163,0.439,1.9483,3.67E+02,1.82,0.0626,1020,256.14,37.8,5988,4.507,0.934,14.377
CONFIRMED,5.99185827,0.905,1.7215,1.86E+02,2.75,0.0681,1355,796.76,32.1,6157,4.049,1.695,12.239
CONFIRMED,120.0183551,0.58,11.637,8.86E+02,4.54,0.5337,473,11.84,46.1,6469,4.253,1.467,13.256
CONFIRMED,14.30517579,0.924,4.535,8.63E+02,3.05,0.1129,693,54.59,37.5,5741,4.555,0.846,15.338
CONFIRMED,9.18189122,0.971,4.343,3.64E+02,2.17,0.084,804,98.61,18.2,5741,4.555,0.846,15.338
CANDIDATE,2.64622742,0.478,1.407,1.56E+02,0.99,0.0349,1082,324.38,8.4,5167,4.555,0.787,15.498
CONFIRMED,2.935362067,0.86,1.5043,1.05E+03,3.15,0.0371,1022,258.48,38,4922,4.505,0.823,15.622
CONFIRMED,13.53953595,0.219,4.389,1.34E+02,2.32,0.1246,1079,320.19,21.8,6109,3.985,1.997,13.628
CONFIRMED,22.7082375,0.032,3.503,2.99E+02,1.72,0.1603,677,49.67,22,6170,4.472,0.992,14.574
CONFIRMED,7.97033985,0.107,2.6675,4.91E+02,1.81,0.0755,839,116.77,23.5,5774,4.567,0.818,15.833
FALSE POSITIVE,5.33459393,0.158,2.642,2.26E+02,0.79,0.0482,627,36.55,14.7,4275,4.704,0.533,14.853
CONFIRMED,8.49640437,0.628,2.2128,8.34E+02,2.14,0.0726,702,57.43,21.8,5093,4.586,0.709,15.888
CONFIRMED,66.1843646,0.877,5.155,5.61E+02,2.72,0.3179,436,8.57,21.3,5640,4.447,0.978,14.862
CONFIRMED,2.032318856,0.009,1.1596,2.88E+02,1.12,0.0283,1011,247.21,20.4,4670,4.635,0.682,15.13
CANDIDATE,65.18703725,,5.44,,,,,,,,,,15.13
CONFIRMED,3.62275506,0.007,2.7868,1.81E+02,1.62,0.0467,1304,683.84,22.3,5794,4.282,1.216,14.762
CONFIRMED,2.892216772,0.806,1.3596,3.61E+02,1.31,0.034,794,93.66,23.9,4229,4.655,0.615,15.068
CONFIRMED,187.746606,0.015,5.885,1.58E+03,2.95,0.5791,267,1.2,20.2,5303,4.55,0.753,15.206
CONFIRMED,2.543063763,0.215,2.8473,1.52E+02,1.26,0.0358,1319,716.3,26.5,5579,4.389,1.029,14.736
CONFIRMED,3.177414601,0.786,1.5262,1.13E+03,2.65,0.039,997,233.26,113.7,5303,4.63,0.708,14.708
CONFIRMED,2.168451063,0.207,1.458,4.67E+02,2.41,0.0337,1558,1389.18,45.5,6153,4.382,1.109,15.141
CONFIRMED,37.8154157,0.533,4.662,2.86E+02,1.21,0.2016,401,6.09,22.4,4856,4.624,0.705,12.879
CONFIRMED,53.5783052,0.769,5.194,2.25E+02,1.16,0.2543,357,3.82,15.4,4856,4.624,0.705,12.879
CANDIDATE,6.69332825,0.952,2.311,7.82E+02,2.44,0.0602,609,32.54,23.4,4245,4.641,0.637,15.673
CONFIRMED,33.1362861,0.791,4.163,8.25E+02,2.05,0.1748,357,3.86,16.3,4245,4.641,0.637,15.673
CONFIRMED,7.72513619,0.954,2.042,3.82E+02,1.71,0.0662,581,26.91,10.5,4245,4.641,0.637,15.673
CONFIRMED,10.71253475,0.72,2.7186,1.20E+03,2.02,0.0784,485,13.09,31.2,4175,4.715,0.544,15.813
CONFIRMED,32.5635249,0.371,5.418,5.78E+02,2.05,0.19,490,13.63,24.1,5225,4.505,0.859,15.48
CONFIRMED,12.19140405,0.091,1.8832,6.66E+02,2.46,0.0984,763,80.01,19.4,5516,4.399,0.967,15.364
CONFIRMED,6.11784972,0.391,3.458,6.05E+01,1.05,0.0685,1211,509.24,25.8,6226,4.247,1.333,12.168
CONFIRMED,3.97599629,0.331,2.2029,2.06E+02,1.11,0.0457,936,181.47,27.3,5143,4.561,0.778,14.11
CONFIRMED,7.68478504,0.045,2.447,2.74E+02,1.47,0.0732,830,112.06,21.4,5344,4.469,0.907,14.776
FALSE POSITIVE,0.990516282,0.989,2.019,1.02E+02,3.52,0.0206,2841,15469.83,20.4,5975,3.755,2.399,13.405
CONFIRMED,15.0447098,0.022,5.823,9.79E+01,1.51,0.1152,931,177.24,23.4,5798,4.025,1.525,13.037
CANDIDATE,29.0726293,0.682,2.516,4.40E+02,2.32,0.1806,614,33.69,20.9,5799,4.37,1.042,14.409
CONFIRMED,1.118547814,0.221,1.5534,2.35E+02,0.98,0.0188,1174,447.97,21.7,4496,4.65,0.658,15.793
CONFIRMED,6.42199919,0.281,2.6192,1.62E+02,1.25,0.0684,1000,236.21,25.4,5985,4.468,0.981,13.862
CONFIRMED,9.75374033,0.295,2.348,4.31E+02,1.87,0.0892,813,103.3,18.9,5806,4.528,0.899,15.158
CONFIRMED,81.3153052,0.013,5.807,7.16E+02,2.55,0.3483,393,5.64,20.7,5325,4.39,0.975,15.111
CONFIRMED,51.3283527,0.582,9.357,6.92E+02,3.06,0.2731,546,21.06,34.7,6119,4.353,1.119,14.955
CONFIRMED,19.7919389,0.954,3.787,3.84E+02,2.58,0.1473,736,69.48,22.8,6285,4.441,1.039,14.09
CONFIRMED,26.8475962,0.457,10.068,2.54E+02,3.2,0.1833,800,96.89,39.2,5508,3.897,1.988,12.848
CONFIRMED,62.8917493,0.632,6.831,7.91E+02,2.5,0.2881,384,5.13,22.6,5052,4.48,0.855,15.481
CONFIRMED,14.87149773,0.018,2.4076,9.45E+02,1.59,0.0977,391,5.51,27.3,3825,4.749,0.524,15.673
CONFIRMED,2.732767897,0.748,1.1102,6.13E+02,1.42,0.0316,687,52.68,27,3825,4.749,0.524,15.673
FALSE POSITIVE,119.8401019,1.269,3.6796,5.45E+03,26.96,0.4267,255,1,83.7,4602,4.637,0.675,14.945
CONFIRMED,9.61375316,0.604,4.654,7.98E+02,3.27,0.0897,931,177.26,108.6,5997,4.364,1.11,14.283
CANDIDATE,6.6254781,0.2113,2.358,1.22E+02,0.9,0.0641,828,111.18,2.7,5211,4.5,0.832,14.11
CONFIRMED,29.9685917,0.282,6.678,3.10E+02,1.91,0.1969,644,40.76,26.5,6249,4.428,1.076,14.456
CONFIRMED,33.2407985,0.231,4.675,3.42E+02,1.51,0.1975,486,13.17,20.4,5382,4.571,0.827,14.477
FALSE POSITIVE,2.97600846,0.715,4.274,1.03E+02,2.27,0.0437,1892,3034.68,25.9,6208,3.898,2.088,13.4
CONFIRMED,15.18727049,0.839,4.509,2.93E+02,1.94,0.1183,789,91.56,21.4,6136,4.414,1.005,14.724
CONFIRMED,28.6853212,0.922,6.307,6.89E+02,2.69,0.179,547,21.09,23.8,5726,4.559,0.838,15.658
CONFIRMED,0.588001053,0.403,1.1451,2.97E+02,0.99,0.0114,1188,473.45,50.9,3814,4.687,0.57,14.934
CONFIRMED,85.7357202,0.033,7.625,7.48E+02,2.94,0.3877,448,9.54,20.8,6096,4.397,1.077,15.301
CONFIRMED,1.078389713,0.846,1.3394,3.01E+02,1.98,0.0196,1667,1817.38,23.6,5325,4.384,0.985,15.143
CONFIRMED,5.03728033,0.96,2.0619,7.63E+01,1.55,0.0628,1321,720.22,20.9,6387,4.271,1.381,12.189
CONFIRMED,3.289726319,0.052,2.3274,2.35E+02,1.37,0.0424,1116,367.18,27,5463,4.492,0.91,14.866
CONFIRMED,7.18644594,0.892,1.4972,4.02E+02,2.19,0.0714,860,129.48,23.8,5463,4.492,0.91,14.866
CONFIRMED,15.94248453,0.022,3.4894,1.09E+03,2.62,0.1194,616,34.06,34.3,5376,4.576,0.806,15.886
CONFIRMED,41.0081117,0.878,4.376,1.00E+03,2.64,0.2144,425,7.72,43.9,5303,4.63,0.708,14.708
CONFIRMED,11.55562042,0.874,1.6758,4.42E+02,2.11,0.0983,703,57.75,22.7,5420,4.555,0.85,14.816
CONFIRMED,12.2885046,0.632,2.807,3.42E+02,3.22,0.1017,913,164.61,12,5109,3.96,1.671,14.414
CONFIRMED,17.13263125,0.298,3.0555,8.50E+02,2.31,0.1242,611,32.91,26.4,5477,4.578,0.794,15.842
CONFIRMED,19.0231361,0.698,3.431,4.02E+02,2.04,0.1374,647,41.5,19.7,5569,4.459,0.954,15.198
CONFIRMED,4.57948235,0.055,3.106,2.07E+02,1.35,0.0532,1040,276.82,20,5569,4.459,0.954,15.198
CONFIRMED,1.003931703,0.023,1.4361,4.91E+02,1.6,0.0175,1419,962.58,25.2,4949,4.552,0.741,15.942
FALSE POSITIVE,0.614083885,0.106,0.9817,3.90E+02,2.55,0.0156,2603,10827.22,36.4,6521,4.352,1.276,15.177
CONFIRMED,55.8224775,0.031,5.457,8.80E+02,2.13,0.2663,379,4.85,23.7,5162,4.611,0.736,15.624
CANDIDATE,1.34145255,0.68,7.502,2.66E+01,1.31,0.0287,3015,19568.74,31.2,7495,3.926,2.389,12.783
CONFIRMED,6.11010439,0.284,2.314,5.97E+01,0.93,0.0709,1125,378.84,11.8,6213,4.387,1.195,12.716
CONFIRMED,4.286866229,0.757,4.4726,1.32E+03,4.14,0.0535,1217,517.66,167.3,6228,4.441,1.049,14.982
CONFIRMED,10.27380957,0.125,3.252,3.53E+02,1.68,0.0924,799,96.27,19.2,5806,4.528,0.899,14.909
CONFIRMED,13.39155154,0.539,3.391,4.89E+01,1.58,0.1173,1180,459.23,24.5,6197,3.837,2.188,10.421
CONFIRMED,5.62904396,0.237,3.7295,3.95E+01,1.39,0.0658,1576,1459.41,32.2,6197,3.837,2.188,10.421
CONFIRMED,8.2562857,0.816,2.0378,3.73E+01,1.49,0.085,1387,874.56,18.2,6197,3.837,2.188,10.421
CONFIRMED,12.33087921,0.011,3.0664,8.72E+02,2.34,0.1006,671,47.99,28.3,5376,4.576,0.806,15.886
CONFIRMED,4.421566535,0.869,2.1229,6.84E+02,2.19,0.0471,729,66.94,31.9,4299,4.604,0.697,15.18
CONFIRMED,15.72585941,0.122,3.8284,1.31E+03,2.69,0.1151,602,31.13,32.7,5332,4.597,0.755,16.144
CONFIRMED,1.252753881,0.4,2.1472,2.00E+02,2.44,0.0239,2199,5545.35,40.5,5907,4.041,1.705,14.69
CONFIRMED,13.36019864,0.534,2.788,7.00E+02,1.84,0.1002,520,17.3,21.3,4500,4.638,0.688,15.637
CONFIRMED,76.957056,0.638,9.551,3.67E+02,2.09,0.3436,451,9.81,26.5,5878,4.363,1.041,14.353
CANDIDATE,14.97974335,0.93,4.126,1.21E+03,3.79,0.1106,620,34.95,33.2,5062,4.481,0.853,15.549
CANDIDATE,6.7445683,0.1199,3.813,8.66E+01,0.86,0.0693,983,220.68,6.8,6106,4.496,0.923,15.319
CANDIDATE,33.35859852,0.937,2.286,1.83E+03,4.44,0.1854,459,10.46,32.2,5009,4.515,0.799,15.253
CONFIRMED,8.84784273,0.047,2.0572,4.60E+02,1.15,0.0699,479,12.48,21.1,3867,4.718,0.552,14.911
CONFIRMED,9.98970266,0.005,3.7,9.88E+02,2.48,0.088,705,58.26,24.1,5265,4.58,0.81,15.909
CONFIRMED,5.63252508,0.455,2.1448,6.34E+02,2.04,0.0598,844,119.75,70.9,5216,4.58,0.804,14.353
CONFIRMED,1.442592305,0.207,2.9698,1.66E+02,2.67,0.0284,2700,12557.23,27.1,7216,3.983,2.043,11.558
CONFIRMED,14.17222858,0.869,2.6297,2.47E+02,2.39,0.1146,873,137.33,24.5,5845,4.2,1.314,13.776
CONFIRMED,4.92031063,0.242,4.046,8.10E+01,1.18,0.0566,1242,562.99,17.7,5845,4.2,1.314,13.776
CONFIRMED,56.4931698,0.707,8.704,4.12E+02,4.43,0.3259,681,50.79,31.8,6160,3.976,2.046,13.524
CONFIRMED,13.82142084,0.904,3.985,7.65E+02,2.2,0.1005,560,23.15,75.3,4983,4.66,0.651,14.139
FALSE POSITIVE,2.30367952,0.964,3.0898,1.36E+02,1.3,0.0337,1384,866.21,18.9,6191,4.546,0.865,15.206
CONFIRMED,5.78387049,0.227,1.3966,4.13E+02,2.07,0.0655,1051,288.69,20.7,6063,4.476,1.012,15.049
CONFIRMED,11.08507658,0.819,1.751,7.72E+02,2.5,0.0901,665,46.17,17.7,5080,4.538,0.793,15.938
CONFIRMED,0.571038347,0.876,1.1267,2.42E+02,1.65,0.0126,1897,3069.59,38.2,5132,4.457,0.886,14.098
CONFIRMED,8.77425786,0.917,2.2245,2.40E+02,1.75,0.0784,771,83.63,22.3,5146,4.445,0.905,13.714
CONFIRMED,4.51005082,0.115,2.1533,2.95E+02,1.74,0.0511,1063,301.74,21.5,5362,4.352,1.032,14.979
CONFIRMED,37.6468519,0.008,6.344,4.27E+02,5.37,0.2466,787,90.85,31,5443,3.74,2.652,14.288
CONFIRMED,29.4557841,0.018,3.451,5.34E+02,2.19,0.1879,598,30.3,26.6,6036,4.491,0.949,14.385
CONFIRMED,12.46600444,0.209,5.0066,2.23E+03,5.65,0.1051,897,152.76,304.6,6038,4.284,1.191,14.247
CONFIRMED,2.361724472,0.009,1.2167,5.87E+02,1.53,0.0299,922,170.59,34.6,4478,4.615,0.651,15.658
CONFIRMED,34.7630543,0.731,4.309,2.94E+02,1.75,0.1938,554,22.23,24,5670,4.387,0.95,13.865
CONFIRMED,20.0545282,0.939,7.173,3.05E+02,2.63,0.1512,755,76.97,26.9,6056,4.332,1.209,14.881
CONFIRMED,3.17059731,0.793,1.6686,3.25E+02,1.69,0.0415,1080,321.28,20.1,5431,4.563,0.843,15.353
CONFIRMED,27.0142622,0.009,5.385,2.88E+02,2,0.1779,677,49.65,25.5,5949,4.303,1.184,13.86
CONFIRMED,12.50945798,0.626,3.479,1.55E+02,1.54,0.1065,875,138.54,16,5949,4.303,1.184,13.86
CONFIRMED,26.0203329,0.704,4.965,1.16E+03,4.53,0.168,675,49.09,23.7,5624,4.218,1.244,15.889
CONFIRMED,0.769854899,0.705,1.0243,1.10E+02,0.93,0.0157,1650,1756.8,28.7,5173,4.55,0.822,13.829
CONFIRMED,6.89226333,0.061,2.4921,2.14E+02,2.13,0.0732,1156,422.14,22.4,5862,4.148,1.463,14.207
CONFIRMED,8.07127043,0.271,2.393,3.18E+02,1.53,0.0753,856,126.94,16.9,5766,4.517,0.853,15.553
CONFIRMED,11.01819178,0.883,4.635,5.46E+02,2.64,0.0985,840,117.97,22,6075,4.486,0.969,15.832
CONFIRMED,30.9505927,0.958,5.394,3.01E+02,1.51,0.1719,428,7.91,23.2,4983,4.66,0.651,14.139
CANDIDATE,6.3143447,0.0584,2.796,1.91E+02,1.34,0.068,1012,247.53,6.4,6075,4.486,0.969,15.832
CANDIDATE,78.7327023,0.956,5.041,4.96E+02,7.76,0.419,761,79.13,19.1,6715,3.754,2.763,13.003
FALSE POSITIVE,3.979867514,1.216,2.3607,9.08E+02,26.5,0.0501,1173,446.89,65.2,6032,4.485,0.973,14.782
CANDIDATE,42.3375799,0.947,4.924,3.55E+02,1.45,0.1997,311,2.21,18.1,4132,4.682,0.581,14.275
CONFIRMED,23.3593589,0.94,5.389,5.70E+02,2.98,0.1637,684,51.68,25.9,6244,4.46,1.009,15.347
CONFIRMED,9.69310837,0.534,2.734,1.13E+03,2.12,0.0754,609,32.4,30.4,4818,4.639,0.618,15.914
FALSE POSITIVE,24.2598301,1.244,3.897,1.54E+03,25.42,0.1576,547,21.13,26.3,5485,4.574,0.805,15.962
FALSE POSITIVE,116.5214317,1.26,5.577,7.72E+02,44.41,0.4817,457,10.33,25,6056,4.179,1.411,13.806
CONFIRMED,0.813166357,0.06,1.4122,1.74E+02,1.14,0.0165,1693,1945.44,34.8,5237,4.5,0.887,14.113
CONFIRMED,10.86062378,0.261,2.2874,1.90E+02,2.09,0.0988,1108,356.24,20.7,6455,4.125,1.496,13.957
CONFIRMED,24.08632177,0.802,2.236,1.04E+03,2.78,0.1478,500,14.78,18,4973,4.537,0.768,15.464
CANDIDATE,1.834277283,0.381,1.7499,2.87E+02,1.64,0.029,1459,1068.36,24.8,5751,4.458,0.958,15.198
FALSE POSITIVE,17.40208965,1.216,3.745,6.17E+02,16.37,0.1129,422,7.49,20.9,4098,4.662,0.615,15.245
CONFIRMED,37.9456138,0.263,4.093,1.03E+03,2.79,0.2181,515,16.61,24,5861,4.546,0.865,15.939
FALSE POSITIVE,1.141877248,0.598,4.33931,3.09E+05,88.62,0.0212,2184,5358.79,2036.3,6158,4.152,1.368,13.418
FALSE POSITIVE,5.77675928,1.272,6.789,3.52E+03,32.77,0.0575,954,195.79,141.4,5544,4.435,0.875,14.572
CONFIRMED,24.1738244,0.251,3.056,5.33E+02,2.21,0.1589,595,29.69,21.5,5468,4.427,0.968,15.056
CONFIRMED,5.186737262,0.825,0.8023,7.13E+02,2.4,0.0559,860,129.37,25.7,5230,4.594,0.777,14.988
CANDIDATE,1.151244686,1.387,1.272,2.70E+02,40.32,0.0215,1756,2253.09,32.6,6086,4.511,0.921,14.519
CONFIRMED,1.217000383,0.028,1.3285,4.60E+02,1.58,0.0201,1314,707.61,26.5,4859,4.545,0.757,15.975
CONFIRMED,13.6823798,0.595,4.153,1.80E+02,1.43,0.1156,802,97.74,17,6102,4.457,1.026,14.5
CANDIDATE,2.42088277,0.227,2.812,2.23E+02,2.27,0.0355,1616,1615.12,20.7,5583,4.077,1.53,15.61
CONFIRMED,8.79618433,0.05,3.3781,2.86E+02,1.77,0.0872,938,183.26,27,6142,4.456,1.046,15.159
CONFIRMED,16.85592593,0.038,2.309,8.72E+02,1.7,0.1082,408,6.52,19.5,3967,4.674,0.587,15.661
CONFIRMED,14.36270451,0.272,4.564,3.49E+02,2.31,0.1239,918,167.88,26.8,6643,4.357,1.216,14.612
CONFIRMED,69.8956789,0.872,5.276,5.48E+02,3.04,0.32,442,8.99,21.9,5390,4.303,1.104,14.552
CONFIRMED,6.24667547,0.877,11.261,3.97E+02,14.93,0.0709,1902,3095.83,63.6,4604,2.936,6.221,12.495
CONFIRMED,2.344512589,0.803,1.4116,5.89E+01,0.97,0.0345,1471,1106.25,21.9,5821,4.328,1.132,12.589
CONFIRMED,5.766165573,0.017,3.8314,3.65E+02,2.27,0.0629,1159,426.48,65.6,6038,4.284,1.191,14.247
CONFIRMED,18.3027235,0.742,8.262,1.87E+02,2.72,0.1343,902,156.71,24.7,5528,3.892,1.839,14.31
CONFIRMED,2.888904439,0.77,1.6043,4.02E+02,1.68,0.0371,976,215.06,23.7,4895,4.589,0.759,15.195
CONFIRMED,17.14648756,0.918,4.2354,4.40E+02,3.64,0.1291,811,102.24,28.3,5559,4.127,1.412,14.941
CONFIRMED,16.09227518,0.932,2.1072,1.29E+02,0.98,0.1117,503,15.15,18.1,4657,4.641,0.67,12.485
CANDIDATE,38.103908,0.987,3.837,9.61E+02,4.08,0.1989,456,10.22,20.3,5250,4.522,0.771,15.469
CONFIRMED,62.7843981,0.272,4.81,3.25E+02,2.28,0.3194,530,18.7,21.1,6053,4.279,1.26,13.358
CONFIRMED,91.500873,0.032,4.842,7.05E+02,1.82,0.3648,310,2.18,22.6,5051,4.628,0.706,14.447
CONFIRMED,44.2993483,0.614,4.298,7.98E+02,2.68,0.2348,463,10.85,23.2,5316,4.459,0.915,15.115
CONFIRMED,3.13877646,0.436,1.6663,1.74E+02,0.97,0.037,1022,257.32,20.2,5242,4.556,0.722,14.364
CANDIDATE,5.24242029,0.863,6.413,3.35E+02,3.86,0.0552,1367,825,20.1,5383,3.824,1.829,15.83
CONFIRMED,35.9682692,0.883,2.839,2.70E+02,2.95,0.2269,674,48.68,21,5883,4.149,1.529,13.848
CONFIRMED,25.3690868,0.845,4.746,1.10E+02,1.67,0.18,755,76.9,21.6,6126,4.224,1.406,12.476
CONFIRMED,6.89213244,0.541,1.725,8.20E+01,1.35,0.0771,1177,454.45,17.3,6164,4.227,1.446,12.618
CONFIRMED,42.3006282,0.269,4.372,5.08E+02,2.54,0.2415,558,22.94,23.8,5852,4.353,1.129,14.766
FALSE POSITIVE,0.838597429,1.274,1.68668,2.48E+03,44.67,0.0188,2278,6353.25,303.7,6366,4.352,1.236,14.784
CONFIRMED,55.1866213,0.225,9.133,3.76E+02,2.47,0.2919,568,24.56,36.2,6178,4.269,1.267,13.573
FALSE POSITIVE,1.728528176,0.787,3.682,1.98E+02,5.07,0.0326,2720,12977.86,26.2,6153,3.597,3.279,12.99
CONFIRMED,14.97436238,0.092,2.4461,2.65E+02,1.28,0.1102,631,37.53,24.9,5311,4.532,0.8,13.747
CONFIRMED,3.97076603,0.775,1.814,3.49E+02,1.6,0.0443,958,198.43,23.9,5178,4.521,0.778,15.443
CONFIRMED,2.352273912,0.095,1.7389,3.19E+02,1.29,0.0325,1019,255.03,20.4,4816,4.608,0.748,15.848
FALSE POSITIVE,22.0425953,1.191,61.2018,3.48E+02,28.78,0.1515,760,78.85,90.4,5974,4.216,1.26,12.999
CONFIRMED,23.34036251,0.25,2.054,6.15E+02,2.21,0.1467,601,30.94,18.2,5530,4.425,0.892,15.23
CANDIDATE,37.8034121,0.968,4.641,6.78E+02,2.95,0.214,460,10.57,20.2,5329,4.572,0.819,15.191
CONFIRMED,15.03366411,0.01,3.272,3.75E+02,1.7,0.1182,669,47.32,22.2,5523,4.526,0.891,14.837
CANDIDATE,131.485184,0.578,5.294,5.58E+02,3.03,0.501,400,6.08,19.4,5765,4.236,1.242,14.895
CANDIDATE,16.2908527,0.105,3.176,4.41E+01,0.52,0.1178,622,35.48,14.5,5425,4.549,0.797,11.671
CONFIRMED,106.247882,0.586,13.78,3.97E+02,2.01,0.4301,377,4.75,24,5679,4.435,0.972,14.552
CONFIRMED,8.508333104,0.004,3.4559,6.47E+02,2.6,0.0806,909,161.66,93.4,5767,4.396,1.03,14.176
CONFIRMED,12.94123564,0.028,4.636,3.29E+02,1.7,0.1082,795,94.29,22.1,6119,4.497,0.938,15.012
CONFIRMED,5.349791,0.867,4.279,8.88E+01,1.29,0.0635,1156,422.79,23.3,6074,4.368,1.183,13.386
CANDIDATE,147.281212,0.474,7.375,4.53E+02,2.28,0.5348,353,3.69,17.3,5708,4.365,1.054,14.685
CONFIRMED,5.26211833,0.71,3.244,1.95E+02,1.95,0.0585,1166,436.61,20.3,5587,4.188,1.309,14.623
CONFIRMED,12.1628195,0.971,2.3161,3.06E+02,3.14,0.1023,882,142.77,15.2,5587,4.188,1.309,14.623
CONFIRMED,23.5541012,0.536,7.3,9.52E+01,2.33,0.2134,1381,859.63,29.9,9565,4.088,2.286,11.98
CONFIRMED,41.6977582,0.018,5.513,6.85E+02,2.26,0.233,488,13.45,27.7,5730,4.545,0.87,15.265
CONFIRMED,4.79029482,0.46,2.7219,1.42E+02,1.01,0.0546,938,183.02,23.1,5412,4.562,0.843,14.102
CONFIRMED,38.6715843,0.773,5.532,5.99E+02,2.45,0.2079,502,15.03,25.2,5432,4.42,0.913,14.94
CONFIRMED,8.32651854,0.782,5.483,2.68E+02,1.8,0.0812,938,182.69,27.2,6057,4.45,1,15.06
CONFIRMED,5.53533152,0.051,2.793,2.61E+02,1.75,0.0601,1054,292.33,27.5,5588,4.331,1.1,14.514
CONFIRMED,16.7261969,0.496,2.708,1.95E+02,1.56,0.1257,729,66.83,11.6,5588,4.331,1.1,14.514
CONFIRMED,21.58752788,0.009,4.4968,3.37E+02,2.18,0.1516,747,73.42,34,6038,4.284,1.191,14.247
CONFIRMED,3.757294695,0.586,0.9269,2.73E+02,1.23,0.0435,877,139.89,23.4,4901,4.618,0.716,14.099
CONFIRMED,3.2828024,0.159,3.2532,1.43E+02,1.79,0.0436,1467,1093.39,24.4,5640,4.087,1.515,14.686
